Request number, Phase 1(SeekPhase), Phase 2 (Rotational Delay), Phase 3 (Transfer Time)
01,51.38888888888888,5.5555555555555545,1.3888888888888886
11,86.1111111111111,0.0,1.3888888888888886
21,11.111111111111109,0.0,1.3888888888888886
31,2.7777777777777772,0.0,1.3888888888888886
41,98.6111111111111,1.3888888888888886,1.3888888888888886
51,54.16666666666667,0.0,1.3888888888888886
61,63.888888888888886,0.0,1.3888888888888886
71,111.1111111111111,4.166666666666667,1.3888888888888886
81,40.27777777777777,4.166666666666667,1.3888888888888886
91,41.666666666666664,1.3888888888888886,1.3888888888888886
101,87.5,5.5555555555555545,1.3888888888888886
111,63.888888888888886,4.166666666666667,1.3888888888888886
121,31.944444444444443,2.7777777777777772,1.3888888888888886
131,19.444444444444443,2.7777777777777772,1.3888888888888886
141,41.666666666666664,5.5555555555555545,1.3888888888888886
151,8.333333333333334,1.3888888888888886,1.3888888888888886
161,50.0,5.5555555555555545,1.3888888888888886
171,0.0,5.5555555555555545,1.3888888888888886
181,90.27777777777776,0.0,1.3888888888888886
191,37.5,2.7777777777777772,1.3888888888888886
201,55.55555555555555,4.166666666666667,1.3888888888888886
211,12.5,6.944444444444444,1.3888888888888886
221,15.277777777777777,0.0,1.3888888888888886
231,5.5555555555555545,1.3888888888888886,1.3888888888888886
241,11.111111111111109,6.944444444444444,1.3888888888888886
251,68.05555555555554,4.166666666666667,1.3888888888888886
261,118.05555555555556,6.944444444444444,1.3888888888888886
271,44.444444444444436,0.0,1.3888888888888886
281,27.777777777777775,4.166666666666667,1.3888888888888886
291,9.722222222222221,6.944444444444444,1.3888888888888886
301,41.666666666666664,0.0,1.3888888888888886
311,45.83333333333333,6.944444444444444,1.3888888888888886
321,9.722222222222221,5.5555555555555545,1.3888888888888886
331,113.88888888888889,0.0,1.3888888888888886
341,27.777777777777775,0.0,1.3888888888888886
351,54.16666666666667,4.166666666666667,1.3888888888888886
361,2.7777777777777772,5.5555555555555545,1.3888888888888886
371,48.61111111111111,4.166666666666667,1.3888888888888886
381,131.94444444444443,1.3888888888888886,1.3888888888888886
391,59.72222222222222,0.0,1.3888888888888886
401,52.77777777777778,6.944444444444444,1.3888888888888886
411,18.055555555555554,1.3888888888888886,1.3888888888888886
421,18.055555555555554,0.0,1.3888888888888886
431,79.16666666666666,2.7777777777777772,1.3888888888888886
441,9.722222222222221,5.5555555555555545,1.3888888888888886
451,34.722222222222214,0.0,1.3888888888888886
461,54.16666666666667,4.166666666666667,1.3888888888888886
471,9.722222222222221,6.944444444444444,1.3888888888888886
481,16.666666666666668,2.7777777777777772,1.3888888888888886
491,25.0,2.7777777777777772,1.3888888888888886
501,18.055555555555554,4.166666666666667,1.3888888888888886
511,6.944444444444444,1.3888888888888886,1.3888888888888886
521,55.55555555555555,2.7777777777777772,1.3888888888888886
531,40.27777777777777,1.3888888888888886,1.3888888888888886
541,83.33333333333333,0.0,1.3888888888888886
551,5.5555555555555545,2.7777777777777772,1.3888888888888886
561,20.833333333333332,5.5555555555555545,1.3888888888888886
571,41.666666666666664,2.7777777777777772,1.3888888888888886
581,91.66666666666666,5.5555555555555545,1.3888888888888886
591,8.333333333333334,1.3888888888888886,1.3888888888888886
601,79.16666666666666,2.7777777777777772,1.3888888888888886
611,70.83333333333333,0.0,1.3888888888888886
621,88.88888888888887,1.3888888888888886,1.3888888888888886
631,19.444444444444443,0.0,1.3888888888888886
641,41.666666666666664,5.5555555555555545,1.3888888888888886
651,4.166666666666667,5.5555555555555545,1.3888888888888886
661,13.888888888888888,0.0,1.3888888888888886
671,131.94444444444443,0.0,1.3888888888888886
681,9.722222222222221,0.0,1.3888888888888886
691,119.44444444444444,2.7777777777777772,1.3888888888888886
701,45.83333333333333,0.0,1.3888888888888886
711,55.55555555555555,2.7777777777777772,1.3888888888888886
721,66.66666666666667,5.5555555555555545,1.3888888888888886
731,34.722222222222214,2.7777777777777772,1.3888888888888886
741,70.83333333333333,5.5555555555555545,1.3888888888888886
751,45.83333333333333,5.5555555555555545,1.3888888888888886
761,65.27777777777777,5.5555555555555545,1.3888888888888886
771,5.5555555555555545,4.166666666666667,1.3888888888888886
781,84.72222222222221,2.7777777777777772,1.3888888888888886
791,30.555555555555554,5.5555555555555545,1.3888888888888886
801,38.888888888888886,4.166666666666667,1.3888888888888886
811,6.944444444444444,6.944444444444444,1.3888888888888886
821,19.444444444444443,0.0,1.3888888888888886
831,75.0,6.944444444444444,1.3888888888888886
841,83.33333333333333,1.3888888888888886,1.3888888888888886
851,61.11111111111111,1.3888888888888886,1.3888888888888886
861,27.777777777777775,0.0,1.3888888888888886
871,27.777777777777775,4.166666666666667,1.3888888888888886
881,20.833333333333332,2.7777777777777772,1.3888888888888886
891,31.944444444444443,2.7777777777777772,1.3888888888888886
901,36.11111111111111,0.0,1.3888888888888886
911,26.38888888888889,2.7777777777777772,1.3888888888888886
921,25.0,2.7777777777777772,1.3888888888888886
931,12.5,1.3888888888888886,1.3888888888888886
941,116.66666666666667,6.944444444444444,1.3888888888888886
951,63.888888888888886,4.166666666666667,1.3888888888888886
961,9.722222222222221,1.3888888888888886,1.3888888888888886
971,40.27777777777777,4.166666666666667,1.3888888888888886
981,1.3888888888888886,4.166666666666667,1.3888888888888886
991,6.944444444444444,4.166666666666667,1.3888888888888886
1001,105.55555555555556,2.7777777777777772,1.3888888888888886
1011,105.55555555555556,4.166666666666667,1.3888888888888886
1021,113.88888888888889,5.5555555555555545,1.3888888888888886
1031,26.38888888888889,2.7777777777777772,1.3888888888888886
1041,16.666666666666668,2.7777777777777772,1.3888888888888886
1051,45.83333333333333,6.944444444444444,1.3888888888888886
1061,2.7777777777777772,1.3888888888888886,1.3888888888888886
1071,38.888888888888886,4.166666666666667,1.3888888888888886
1081,4.166666666666667,2.7777777777777772,1.3888888888888886
