Request number, Phase 1(SeekPhase), Phase 2 (Rotational Delay), Phase 3 (Transfer Time)
01,845.3703703703703,2.7777777777777777,0.9259259259259259
11,217.59259259259258,5.555555555555555,0.9259259259259259
21,509.2592592592592,5.555555555555555,0.9259259259259259
31,759.2592592592592,1.8518518518518519,0.9259259259259259
41,437.96296296296293,6.481481481481481,0.9259259259259259
51,450.9259259259259,6.481481481481481,0.9259259259259259
61,538.8888888888889,10.185185185185187,0.9259259259259259
71,263.8888888888889,2.7777777777777777,0.9259259259259259
81,612.0370370370371,1.8518518518518519,0.9259259259259259
91,564.8148148148148,7.407407407407407,0.9259259259259259
101,625.9259259259259,9.25925925925926,0.9259259259259259
111,137.03703703703704,0.0,0.9259259259259259
121,709.2592592592592,9.25925925925926,0.9259259259259259
131,146.29629629629628,0.9259259259259259,0.9259259259259259
141,487.96296296296293,2.7777777777777777,0.9259259259259259
151,523.1481481481482,10.185185185185187,0.9259259259259259
161,195.37037037037035,3.7037037037037037,0.9259259259259259
171,155.55555555555557,2.7777777777777777,0.9259259259259259
181,357.4074074074074,2.7777777777777777,0.9259259259259259
191,326.85185185185185,8.333333333333334,0.9259259259259259
201,457.4074074074074,8.333333333333334,0.9259259259259259
211,225.92592592592592,6.481481481481481,0.9259259259259259
221,316.66666666666663,3.7037037037037037,0.9259259259259259
231,101.85185185185185,10.185185185185187,0.9259259259259259
241,3.7037037037037037,0.0,0.9259259259259259
251,38.88888888888889,7.407407407407407,0.9259259259259259
261,786.1111111111111,0.9259259259259259,0.9259259259259259
271,426.8518518518518,7.407407407407407,0.9259259259259259
281,166.66666666666669,7.407407407407407,0.9259259259259259
291,197.22222222222226,8.333333333333334,0.9259259259259259
301,187.03703703703704,5.555555555555555,0.9259259259259259
311,220.37037037037035,10.185185185185187,0.9259259259259259
321,447.22222222222223,10.185185185185187,0.9259259259259259
331,13.88888888888889,3.7037037037037037,0.9259259259259259
341,233.33333333333334,0.9259259259259259,0.9259259259259259
351,464.8148148148148,2.7777777777777777,0.9259259259259259
361,66.66666666666667,10.185185185185187,0.9259259259259259
371,631.4814814814814,10.185185185185187,0.9259259259259259
381,76.85185185185185,0.0,0.9259259259259259
391,569.4444444444445,2.7777777777777777,0.9259259259259259
401,387.96296296296293,1.8518518518518519,0.9259259259259259
411,297.22222222222223,4.62962962962963,0.9259259259259259
421,480.55555555555554,0.9259259259259259,0.9259259259259259
431,8.333333333333334,9.25925925925926,0.9259259259259259
441,96.29629629629629,4.62962962962963,0.9259259259259259
451,190.7407407407407,6.481481481481481,0.9259259259259259
461,207.4074074074074,8.333333333333334,0.9259259259259259
471,390.7407407407407,7.407407407407407,0.9259259259259259
481,292.59259259259255,10.185185185185187,0.9259259259259259
491,390.7407407407407,0.9259259259259259,0.9259259259259259
501,863.8888888888889,2.7777777777777777,0.9259259259259259
511,55.55555555555556,5.555555555555555,0.9259259259259259
521,418.51851851851853,0.0,0.9259259259259259
531,299.074074074074,5.555555555555555,0.9259259259259259
541,787.037037037037,6.481481481481481,0.9259259259259259
551,415.74074074074076,3.7037037037037037,0.9259259259259259
561,33.333333333333336,8.333333333333334,0.9259259259259259
571,391.6666666666667,9.25925925925926,0.9259259259259259
581,833.3333333333334,10.185185185185187,0.9259259259259259
591,194.44444444444446,5.555555555555555,0.9259259259259259
601,216.66666666666669,1.8518518518518519,0.9259259259259259
611,215.74074074074073,10.185185185185187,0.9259259259259259
621,225.92592592592592,10.185185185185187,0.9259259259259259
631,64.81481481481481,0.9259259259259259,0.9259259259259259
641,443.51851851851853,0.0,0.9259259259259259
651,144.44444444444446,4.62962962962963,0.9259259259259259
661,70.37037037037038,0.0,0.9259259259259259
671,243.5185185185185,8.333333333333334,0.9259259259259259
681,263.8888888888889,4.62962962962963,0.9259259259259259
691,15.740740740740739,3.7037037037037037,0.9259259259259259
701,421.2962962962963,9.25925925925926,0.9259259259259259
711,59.25925925925926,5.555555555555555,0.9259259259259259
