Request number, Phase 1(SeekPhase), Phase 2 (Rotational Delay), Phase 3 (Transfer Time)
01,172.2222222222222,11.111111111111109,2.7777777777777772
11,97.22222222222221,13.888888888888888,2.7777777777777772
21,69.44444444444443,0.0,2.7777777777777772
31,69.44444444444443,0.0,2.7777777777777772
41,119.44444444444444,13.888888888888888,2.7777777777777772
51,75.0,2.7777777777777772,2.7777777777777772
61,88.88888888888887,2.7777777777777772,2.7777777777777772
71,0.0,11.111111111111109,2.7777777777777772
81,52.77777777777778,2.7777777777777772,2.7777777777777772
91,5.5555555555555545,0.0,2.7777777777777772
101,116.66666666666667,2.7777777777777772,2.7777777777777772
111,119.44444444444444,8.333333333333334,2.7777777777777772
121,116.66666666666667,11.111111111111109,2.7777777777777772
131,83.33333333333333,5.5555555555555545,2.7777777777777772
141,91.66666666666666,13.888888888888888,2.7777777777777772
151,80.55555555555554,5.5555555555555545,2.7777777777777772
161,0.0,13.888888888888888,2.7777777777777772
171,13.888888888888888,2.7777777777777772,2.7777777777777772
181,194.44444444444443,2.7777777777777772,2.7777777777777772
191,158.33333333333331,2.7777777777777772,2.7777777777777772
201,38.888888888888886,8.333333333333334,2.7777777777777772
211,166.66666666666666,11.111111111111109,2.7777777777777772
221,83.33333333333333,0.0,2.7777777777777772
231,0.0,0.0,2.7777777777777772
241,36.11111111111111,2.7777777777777772,2.7777777777777772
251,30.555555555555554,13.888888888888888,2.7777777777777772
261,8.333333333333334,5.5555555555555545,2.7777777777777772
271,105.55555555555556,13.888888888888888,2.7777777777777772
281,125.0,11.111111111111109,2.7777777777777772
291,19.444444444444443,8.333333333333334,2.7777777777777772
301,211.11111111111111,13.888888888888888,2.7777777777777772
311,161.1111111111111,0.0,2.7777777777777772
321,27.777777777777775,5.5555555555555545,2.7777777777777772
331,147.2222222222222,0.0,2.7777777777777772
341,200.0,11.111111111111109,2.7777777777777772
351,11.111111111111109,5.5555555555555545,2.7777777777777772
361,166.66666666666666,0.0,2.7777777777777772
371,166.66666666666666,11.111111111111109,2.7777777777777772
381,77.77777777777777,8.333333333333334,2.7777777777777772
391,88.88888888888887,11.111111111111109,2.7777777777777772
401,222.2222222222222,8.333333333333334,2.7777777777777772
411,30.555555555555554,8.333333333333334,2.7777777777777772
421,141.66666666666666,11.111111111111109,2.7777777777777772
431,25.0,8.333333333333334,2.7777777777777772
441,111.1111111111111,8.333333333333334,2.7777777777777772
451,30.555555555555554,0.0,2.7777777777777772
461,94.44444444444443,5.5555555555555545,2.7777777777777772
471,175.0,11.111111111111109,2.7777777777777772
481,155.55555555555554,5.5555555555555545,2.7777777777777772
491,113.88888888888889,0.0,2.7777777777777772
501,22.222222222222218,0.0,2.7777777777777772
511,194.44444444444443,2.7777777777777772,2.7777777777777772
521,52.77777777777778,11.111111111111109,2.7777777777777772
531,52.77777777777778,5.5555555555555545,2.7777777777777772
541,91.66666666666666,5.5555555555555545,2.7777777777777772
551,119.44444444444444,8.333333333333334,2.7777777777777772
561,22.222222222222218,13.888888888888888,2.7777777777777772
571,122.22222222222221,11.111111111111109,2.7777777777777772
581,127.77777777777777,8.333333333333334,2.7777777777777772
591,88.88888888888887,2.7777777777777772,2.7777777777777772
601,25.0,8.333333333333334,2.7777777777777772
611,102.77777777777776,8.333333333333334,2.7777777777777772
621,100.0,8.333333333333334,2.7777777777777772
631,97.22222222222221,11.111111111111109,2.7777777777777772
641,47.222222222222214,5.5555555555555545,2.7777777777777772
651,88.88888888888887,2.7777777777777772,2.7777777777777772
661,158.33333333333331,8.333333333333334,2.7777777777777772
671,261.1111111111111,11.111111111111109,2.7777777777777772
681,97.22222222222221,5.5555555555555545,2.7777777777777772
691,58.333333333333336,5.5555555555555545,2.7777777777777772
701,30.555555555555554,13.888888888888888,2.7777777777777772
711,205.55555555555551,11.111111111111109,2.7777777777777772
721,38.888888888888886,8.333333333333334,2.7777777777777772
731,36.11111111111111,8.333333333333334,2.7777777777777772
741,183.33333333333331,0.0,2.7777777777777772
751,16.666666666666668,5.5555555555555545,2.7777777777777772
761,33.333333333333336,13.888888888888888,2.7777777777777772
771,186.1111111111111,0.0,2.7777777777777772
